"spkid","neo","pha","full_name","diameter","class","H","G","albedo","BV","UB","e","a","q","i","per_y","moid","ad","first_obs"
20012538,Y,Y," 12538 (1998 OH)",1.663,APO,15.97,,0.232,,,0.4062,1.541,0.915,24.54,1.91,0.0304,2.17,1991-10-10
20012711,Y,N," 12711 Tukmit (1991 BB)",,APO,16.04,,,,,0.2721,1.186,0.863,38.49,1.29,0.111,1.51,1991-01-12
20012923,Y,Y," 12923 Zephyr (1999 GK4)",2.060,APO,15.82,,0.199,,,0.4918,1.963,0.997,5.30,2.75,0.0215,2.93,1955-04-21
20013553,Y,N," 13553 Masaakikoyama (1992 JE)",,AMO,16.54,,,,,0.4639,2.189,1.173,5.88,3.24,0.189,3.20,1979-06-24
20013651,Y,Y," 13651 (1997 BR)",0.562,APO,17.89,,0.511,,,0.3057,1.336,0.927,17.25,1.54,0.0145,1.74,1980-02-09
20014402,Y,N," 14402 (1991 DB)",0.6,AMO,18.77,,0.14,,,0.4018,1.715,1.026,11.42,2.25,0.102,2.40,1991-02-13
20014827,Y,Y," 14827 Hypnos (1986 JK)",0.9,APO,18.87,,,0.684,0.492,0.6653,2.844,0.952,1.98,4.8,0.015,4.74,1986-05-04
20015745,Y,N," 15745 Yuliya (1991 PM5)",,AMO,17.42,,,,,0.2550,1.72,1.281,14.43,2.26,0.296,2.16,1982-07-27
20015817,Y,N," 15817 Lucianotesi (1994 QC)",,AMO,18.47,,,,,0.1181,1.324,1.168,13.87,1.52,0.248,1.48,1994-08-29
20016064,Y,N," 16064 Davidharvey (1999 RH27)",4.106,AMO,16.86,,0.020,,,0.5894,2.849,1.170,4.54,4.81,0.202,4.53,1994-09-01
20016636,Y,N," 16636 (1993 QP)",,AMO,18.78,,,,,0.4680,2.31,1.229,7.21,3.51,0.24,3.39,1993-08-23
20016657,Y,N," 16657 (1993 UB)",,AMO,16.69,,,,,0.4607,2.277,1.228,24.95,3.44,0.253,3.33,1993-10-23
20016816,Y,N," 16816 (1997 UF9)",,APO,16.29,,,,,0.6038,1.443,0.572,25.92,1.73,0.38,2.31,1997-10-29
20016834,Y,N," 16834 (1997 WU22)",1.87,APO,15.80,,0.22,,,0.4422,1.468,0.819,15.99,1.78,0.146,2.12,1988-10-08
20016912,Y,N," 16912 Rhiannon (1998 EP8)",,AMO,17.92,,,,,0.2727,1.751,1.274,24.52,2.32,0.321,2.23,1992-08-29
20016960,Y,Y," 16960 (1998 QS52)",,APO,14.42,,,,,0.8589,2.2,0.310,17.52,3.26,0.018,4.09,1983-06-14
20017181,Y,N," 17181 (1999 UM3)",,APO,16.78,,,,,0.6739,2.37,0.773,10.65,3.65,0.072,3.97,1955-10-24
20017182,Y,N," 17182 (1999 VU)",2.885,APO,17.14,,0.028,,,0.5535,1.387,0.619,9.27,1.63,0.144,2.15,1977-07-18
20017188,Y,N," 17188 (1999 WC2)",1.819,APO,16.41,,0.147,,,0.6370,2.216,0.804,29.45,3.3,0.0627,3.63,1990-07-27
20017274,Y,N," 17274 (2000 LC16)",3.183,AMO,16.87,,0.037,,,0.5538,2.733,1.220,5.57,4.52,0.21,4.25,1955-10-23
20017511,Y,N," 17511 (1992 QN)",,APO,17.32,,,,,0.3589,1.19,0.763,9.58,1.3,0.133,1.62,1992-08-29
20018106,Y,N," 18106 Blume (2000 NX3)",,AMO,17.83,,,,,0.5120,2.444,1.193,4.22,3.82,0.195,3.70,1977-09-04
20018109,Y,N," 18109 (2000 NG11)",,AMO,17.19,,,,,0.3679,1.881,1.189,0.81,2.58,0.19,2.57,1951-11-08
20018172,Y,N," 18172 (2000 QL7)",,AMO,15.71,,,,,0.5112,2.425,1.185,17.83,3.78,0.364,3.66,1977-07-21
20018736,Y,N," 18736 (1998 NU)",,AMO,15.99,,,,,0.4908,2.35,1.197,2.81,3.6,0.207,3.50,1954-05-25
20018882,Y,N," 18882 (1999 YN4)",,AMO,16.16,,,,,0.2319,1.685,1.294,36.81,2.19,0.43,2.08,1954-01-04
20019356,Y,N," 19356 (1997 GH3)",0.91,AMO,17.01,,0.34,,,0.5585,2.511,1.109,3.02,3.98,0.118,3.91,1992-11-02
20019764,Y,N," 19764 (2000 NF5)",1.572,AMO,16.11,,0.342,,,0.4425,2.233,1.245,1.32,3.34,0.228,3.22,1990-08-28
20020086,Y,N," 20086 (1994 LW)",,AMO,16.69,,,,,0.6234,3.184,1.199,21.78,5.68,0.317,5.17,1994-06-03
20020236,Y,Y," 20236 (1998 BZ7)",,APO,17.71,,,,,0.5608,2.034,0.893,6.51,2.9,0.05,3.17,1998-01-24
20020255,Y,N," 20255 (1998 FX2)",,AMO,18.45,,,,,0.4923,2.151,1.092,9.96,3.16,0.0998,3.21,1998-03-20
20020425,Y,Y," 20425 (1998 VD35)",,APO,20.51,,,,,0.4767,1.565,0.819,6.99,1.96,0.00408,2.31,1998-11-15
20020429,Y,N," 20429 (1998 YN1)",,APO,17.74,,,,,0.4641,1.556,0.834,6.30,1.94,0.0566,2.28,1998-12-16
20020460,Y,N," 20460 Robwhiteley (1999 LO28)",2.716,AMO,15.42,,0.199,,,0.4117,1.877,1.104,33.94,2.57,0.33,2.65,1954-12-30
20020790,Y,N," 20790 (2000 SE45)",,AMO,16.66,,,,,0.5560,2.752,1.222,8.29,4.57,0.239,4.28,1992-03-09
20020826,Y,N," 20826 (2000 UV13)",3.687,APO,13.89,,0.123,,,0.6362,2.418,0.880,31.92,3.76,0.0925,3.96,1953-10-01
20021088,Y,N," 21088 Chelyabinsk (1992 BL2)",2.793,AMO,14.44,,0.206,,,0.2385,1.707,1.299,38.45,2.23,0.308,2.11,1990-01-30
20021277,Y,N," 21277 (1996 TO5)",,AMO,16.17,,,,,0.5204,2.378,1.140,20.95,3.67,0.313,3.62,1990-02-04
20021374,Y,N," 21374 (1997 WS22)",,AMO,17.47,,,,,0.1206,1.269,1.116,23.98,1.43,0.108,1.42,1974-09-22
20022099,Y,N," 22099 (2000 EX106)",0.524,APO,18.10,,0.444,,,0.2762,1.104,0.799,9.85,1.16,0.168,1.41,1994-01-30
20022753,Y,Y," 22753 (1998 WT)",,APO,17.69,,,,,0.5699,1.219,0.524,3.20,1.35,0.0336,1.91,1955-10-24
20022771,Y,N," 22771 (1999 CU3)",,APO,16.96,,,,,0.5239,1.576,0.751,11.40,1.98,0.0631,2.40,1999-02-10
20023183,Y,N," 23183 (2000 OY21)",1.098,AMO,16.07,,0.640,,,0.4009,1.824,1.093,40.97,2.46,0.256,2.56,1994-06-03
20023187,Y,Y," 23187 (2000 PN9)",,APO,16.06,,,,,0.5892,1.847,0.759,51.33,2.51,0.015,2.94,1990-08-02
20023548,Y,N," 23548 (1994 EF2)",,AMO,17.13,,,,,0.5177,2.289,1.104,23.44,3.46,0.24,3.47,1994-03-11
20023606,Y,N," 23606 (1996 AS1)",0.866,AMO,18.40,,0.123,,,0.3611,1.75,1.118,14.36,2.31,0.102,2.38,1985-07-18
20023714,Y,N," 23714 (1998 EC3)",,AMO,16.85,,,,,0.5162,2.128,1.029,8.40,3.1,0.0809,3.23,1998-03-01
20024443,Y,N," 24443 (2000 OG)",,APO,16.42,,,,,0.8224,2.311,0.410,25.75,3.51,0.151,4.21,1993-06-24
20024445,Y,N," 24445 (2000 PM8)",,APO,14.78,,,,,0.5460,2.21,1.004,23.78,3.29,0.081,3.42,1991-04-10
20024475,Y,N," 24475 (2000 VN2)",,AMO,16.40,,,,,0.4413,1.975,1.104,14.63,2.78,0.151,2.85,2000-11-01
20024761,Y,N," 24761 Ahau (1993 BW2)",,APO,17.44,,,,,0.3059,1.335,0.927,21.92,1.54,0.0996,1.74,1993-01-28
20025143,Y,Y," 25143 Itokawa (1998 SF36)",0.33,APO,19.26,,,,,0.2803,1.324,0.953,1.62,1.52,0.0131,1.70,1998-09-19
20025330,Y,N," 25330 (1999 KV4)",3.21,APO,16.77,,0.052,,,0.3707,1.541,0.970,14.33,1.91,0.173,2.11,1979-11-16
20025916,Y,N," 25916 (2001 CP44)",5.683,AMO,13.78,,0.177,,,0.4983,2.561,1.285,15.75,4.1,0.279,3.84,1973-04-10
20026166,Y,N," 26166 (1995 QN3)",,AMO,16.82,,,,,0.6442,3.302,1.175,14.78,6,0.272,5.43,1953-08-19
20026310,Y,N," 26310 (1998 TX6)",,AMO,19.31,,,,,0.4684,2.14,1.138,5.38,3.13,0.158,3.14,1951-07-08
20026379,Y,N," 26379 (1999 HZ1)",,APO,18.20,,,,,0.5761,1.606,0.681,8.68,2.04,0.131,2.53,1992-08-27
20026663,Y,Y," 26663 (2000 XK47)",,APO,18.19,,,,,0.4717,1.546,0.817,13.53,1.92,0.0355,2.28,1974-07-12
20026760,Y,N," 26760 (2001 KP41)",5.400,AMO,15.51,,0.042,,,0.5573,2.852,1.263,11.02,4.82,0.259,4.44,1996-03-25
20026817,Y,N," 26817 (1987 QB)",1.172,AMO,19.49,,0.027,,,0.5940,2.804,1.138,3.50,4.69,0.126,4.47,1987-05-31
20027002,Y,Y," 27002 (1998 DV9)",,APO,18.31,,,,,0.4331,1.744,0.989,8.70,2.3,0.00209,2.50,1998-02-23
20027031,Y,N," 27031 (1998 RO4)",,AMO,17.89,,,,,0.4249,2.14,1.231,5.36,3.13,0.236,3.05,1951-08-26
20027346,Y,N," 27346 (2000 DN8)",1.802,AMO,15.90,,0.256,,,0.3990,1.875,1.127,36.94,2.57,0.444,2.62,1978-08-24
20029075,Y,Y," 29075 (1950 DA)",1.3,APO,17.28,,0.070,,,0.5082,1.698,0.835,12.17,2.21,0.0414,2.56,1950-02-23
20030825,Y,N," 30825 (1990 TG1)",,APO,14.79,,,,,0.6811,2.436,0.777,8.74,3.8,0.0703,4.10,1990-09-16
20030997,Y,N," 30997 (1995 UO5)",,APO,17.30,,,,,0.6434,1.56,0.556,36.26,1.95,0.405,2.56,1995-10-26
20031210,Y,N," 31210 (1998 BX7)",,AMO,16.40,,,,,0.5023,2.605,1.297,8.96,4.21,0.355,3.91,1955-11-23
20031221,Y,N," 31221 (1998 BP26)",,AMO,17.31,,,,,0.2571,1.723,1.280,20.22,2.26,0.29,2.17,1998-01-28
20031345,Y,N," 31345 (1998 PG)",,AMO,17.62,,,,,0.3914,2.016,1.227,6.50,2.86,0.234,2.80,1978-10-07
20031346,Y,N," 31346 (1998 PB1)",,AMO,17.25,,,,,0.4297,2.03,1.157,5.96,2.89,0.142,2.90,1998-07-14
20031662,Y,N," 31662 (1999 HP11)",,APO,19.54,,,,,0.5478,1.598,0.722,18.82,2.02,0.125,2.47,1999-03-20
20031669,Y,Y," 31669 (1999 JT6)",,APO,16.15,,,,,0.5776,2.137,0.903,9.54,3.12,0.00122,3.37,1996-06-12
20032906,Y,N," 32906 (1994 RH)",,AMO,16.04,,,,,0.4402,2.248,1.258,18.94,3.37,0.452,3.24,1984-09-21
20033342,Y,Y," 33342 (1998 WT24)",0.432,ATE,18.02,,0.654,,,0.4176,0.7188,0.419,7.37,0.609,0.01,1.02,1998-11-24
20034613,Y,N," 34613 (2000 UR13)",,AMO,16.08,,,,,0.3873,2.069,1.268,6.17,2.98,0.279,2.87,1934-03-16
20035107,Y,Y," 35107 (1991 VH)",0.929,APO,16.91,,0.408,,,0.1442,1.137,0.973,13.91,1.21,0.0262,1.30,1991-11-09
20035396,Y,Y," 35396 (1997 XF11)",0.704,APO,17.02,,0.772,,,0.4837,1.442,0.745,4.10,1.73,0.000305,2.14,1990-03-22
20035432,Y,N," 35432 (1998 BG9)",,AMO,19.39,,,,,0.5452,2.501,1.137,13.14,3.96,0.153,3.86,1998-01-24
20035670,Y,N," 35670 (1998 SU27)",,APO,19.57,,,,,0.5964,2.122,0.857,7.14,3.09,0.0732,3.39,1998-09-24
20036017,Y,N," 36017 (1999 ND43)",,AMO,19.30,,,,,0.3143,1.523,1.045,5.55,1.88,0.0782,2.00,1999-07-14
20036183,Y,N," 36183 (1999 TX16)",2.339,AMO,16.33,,0.089,,,0.3324,1.551,1.036,38.22,1.93,0.134,2.07,1997-11-26
20036236,Y,N," 36236 (1999 VV)",,APO,15.98,,,,,0.4237,1.332,0.768,58.04,1.54,0.23,1.90,1979-11-26
20036284,Y,N," 36284 (2000 DM8)",,APO,15.05,,,,,0.5538,1.484,0.662,46.76,1.81,0.268,2.31,1999-12-30
20037336,Y,N," 37336 (2001 RM)",,AMO,15.79,,,,,0.4833,2.253,1.164,36.67,3.38,0.351,3.34,1977-07-13
20037638,Y,Y," 37638 (1993 VB)",,APO,19.29,,,,,0.5197,1.913,0.919,5.08,2.65,0.0011,2.91,1993-11-06
20037655,Y,Y," 37655 Illapa (1994 PM)",,APO,17.85,,,,,0.7524,1.478,0.366,18.03,1.8,0.0247,2.59,1994-08-01
20038071,Y,Y," 38071 (1999 GU3)",,AMO,19.57,,,,,0.5077,2.089,1.029,12.74,3.02,0.0297,3.15,1999-04-10
20038086,Y,N," 38086 Beowulf (1999 JB)",0.643,APO,17.36,,0.469,,,0.5663,1.42,0.616,23.67,1.69,0.386,2.22,1992-05-01
20038091,Y,N," 38091 (1999 JT3)",2.517,AMO,16.30,,0.092,,,0.4013,2.169,1.299,9.33,3.19,0.307,3.04,1980-09-30
20038239,Y,N," 38239 (1999 OR3)",,APO,18.26,,,,,0.5756,2.037,0.865,9.44,2.91,0.0554,3.21,1999-07-27
20039565,Y,N," 39565 (1992 SL)",,AMO,18.46,,,,,0.3342,1.642,1.093,8.60,2.1,0.0925,2.19,1950-12-09
20039572,Y,Y," 39572 (1993 DQ1)",1.554,AMO,16.56,,0.184,,,0.4922,2.037,1.035,10.02,2.91,0.0288,3.04,1993-02-26
20039796,Y,N," 39796 (1997 TD)",2.131,AMO,15.84,,0.205,,,0.4678,2.251,1.198,12.92,3.38,0.19,3.30,1987-05-10
20040263,Y,N," 40263 (1999 FQ5)",0.954,AMO,17.78,,0.177,,,0.1611,1.495,1.254,25.84,1.83,0.257,1.74,1988-02-23
20040267,Y,N," 40267 (1999 GJ4)",1.641,APO,15.57,,0.214,,,0.8085,1.339,0.256,34.49,1.55,0.156,2.42,1955-03-25
20040329,Y,N," 40329 (1999 ML)",,AMO,17.73,,,,,0.4545,2.266,1.236,2.52,3.41,0.228,3.30,1999-06-20
20041429,Y,Y," 41429 (2000 GE2)",0.204,APO,20.66,,0.267,,,0.5553,1.593,0.708,2.17,2.01,0.011,2.48,1998-03-25
20041440,Y,N," 41440 (2000 HZ23)",,AMO,19.88,,,,,0.2115,1.575,1.242,15.11,1.98,0.236,1.91,1998-04-26
20042286,Y,N," 42286 (2001 TN41)",,APO,16.67,,,,,0.3917,1.42,0.864,24.08,1.69,0.111,1.98,1975-09-09
20048603,Y,N," 48603 (1995 BC2)",0.844,AMO,17.81,,0.227,,,0.4300,1.918,1.093,5.03,2.66,0.136,2.74,1986-09-10
20052340,Y,N," 52340 (1992 SY)",,APO,18.10,,,,,0.5474,2.212,1.001,8.08,3.29,0.0996,3.42,1980-03-19
20052381,Y,N," 52381 (1993 HA)",,AMO,20.07,,,,,0.1440,1.278,1.094,7.73,1.45,0.168,1.46,1993-04-17
20052387,Y,N," 52387 Huitzilopochtli (1993 OM7)",0.890,AMO,17.77,,0.171,,,0.1896,1.282,1.039,24.15,1.45,0.0596,1.53,1993-07-20
20052689,Y,N," 52689 (1998 FF2)",,AMO,19.17,,,,,0.2923,1.562,1.105,10.98,1.95,0.211,2.02,1998-02-25
20052750,Y,N," 52750 (1998 KK17)",1.059,APO,16.68,,0.471,,,0.5247,1.427,0.678,11.17,1.7,0.163,2.18,1992-08-29
20052760,Y,Y," 52760 (1998 ML14)",1.0,APO,17.51,,,,,0.6235,2.409,0.907,2.43,3.74,0.0167,3.91,1998-06-24
20052761,Y,N," 52761 (1998 MN14)",,AMO,17.99,,,,,0.2242,1.555,1.206,19.48,1.94,0.193,1.90,1998-06-25
20052762,Y,N," 52762 (1998 MT24)",6.742,APO,14.92,,0.051,,,0.6529,2.417,0.839,33.86,3.76,0.137,3.99,1953-10-02
20052768,Y,Y," 52768 (1998 OR2)",1.75,APO,16.04,,,,,0.5755,2.38,1.010,5.88,3.67,0.00675,3.75,1987-06-30
20053110,Y,N," 53110 (1999 AR7)",,AMO,16.73,,,,,0.2146,1.644,1.292,40.62,2.11,0.409,2.00,1998-11-28
20053319,Y,Y," 53319 (1999 JM8)",7.,APO,15.36,,,,,0.6415,2.723,0.976,13.84,4.49,0.0255,4.47,1990-04-27
20053409,Y,N," 53409 (1999 LU7)",,APO,18.73,,,,,0.6282,2.101,0.781,10.88,3.05,0.0874,3.42,1999-06-10
20053426,Y,Y," 53426 (1999 SL5)",,APO,17.18,,,,,0.5383,1.923,0.888,22.77,2.67,0.0252,2.96,1999-09-28
20053429,Y,Y," 53429 (1999 TF5)",,APO,18.94,,,,,0.6403,2.023,0.727,26.79,2.88,0.0493,3.32,1999-10-03
20053430,Y,N," 53430 (1999 TY16)",1.233,AMO,16.68,,0.266,,,0.4035,2.099,1.252,60.41,3.04,0.29,2.95,1999-10-13
20053435,Y,N," 53435 Leonard (1999 VM40)",,AMO,14.74,,,,,0.4833,2.311,1.194,15.35,3.51,0.204,3.43,1974-08-13
20053550,Y,Y," 53550 (2000 BF19)",,APO,19.16,,,,,0.4197,1.495,0.868,7.18,1.83,0.0461,2.12,1991-10-04
20053789,Y,Y," 53789 (2000 ED104)",0.843,APO,17.41,,0.222,,,0.2693,1.371,1.002,40.79,1.6,0.0479,1.74,1955-04-16
20054071,Y,N," 54071 (2000 GQ146)",,AMO,17.43,,,,,0.1974,1.329,1.067,23.44,1.53,0.124,1.59,1988-10-03
20054401,Y,N," 54401 (2000 LM)",1.189,AMO,17.23,,0.181,,,0.2624,1.711,1.262,18.95,2.24,0.354,2.16,1989-10-28
20054509,Y,N," 54509 YORP (2000 PH5)",,APO,22.66,,,,,0.2301,1.006,0.774,1.60,1.01,0.000398,1.24,2000-08-03
20054660,Y,N," 54660 (2000 UJ1)",,AMO,17.93,,,,,0.2807,1.477,1.062,46.69,1.79,0.0869,1.89,2000-10-19
20054686,Y,N," 54686 (2001 DU8)",1.349,AMO,16.62,,0.244,,,0.3419,1.777,1.169,33.21,2.37,0.433,2.38,1988-12-03
20054690,Y,N," 54690 (2001 EB)",,AMO,17.52,,,,,0.2563,1.63,1.212,35.36,2.08,0.412,2.05,1952-12-14
20054789,Y,N," 54789 (2001 MZ7)",1.567,AMO,15.10,,0.856,,,0.2873,1.776,1.266,24.46,2.37,0.291,2.29,1978-10-25
20055408,Y,N," 55408 (2001 TC2)",0.461,APO,18.82,,0.342,,,0.2245,1.1,0.853,30.39,1.15,0.147,1.35,1979-11-13
20055532,Y,N," 55532 (2001 WG2)",1.306,APO,16.14,,0.376,,,0.6958,1.794,0.546,38.55,2.4,0.338,3.04,1953-12-07
20065674,Y,N," 65674 (1988 SM)",,AMO,18.28,,,,,0.3441,1.664,1.092,10.95,2.15,0.132,2.24,1988-09-29
20065679,Y,Y," 65679 (1989 UQ)",0.918,ATE,19.62,,0.033,,,0.2646,0.9149,0.673,1.30,0.875,0.014,1.16,1954-11-20
20065690,Y,Y," 65690 (1991 DG)",,APO,19.06,,,,,0.3633,1.428,0.909,11.14,1.71,0.0379,1.95,1991-02-20
20065706,Y,N," 65706 (1992 NA)",,AMO,16.57,,,,,0.5558,2.397,1.065,9.64,3.71,0.0616,3.73,1992-07-01
20065717,Y,Y," 65717 (1993 BX3)",,APO,20.87,,,,,0.2810,1.395,1.003,2.81,1.65,0.0469,1.79,1992-10-03
20065733,Y,N," 65733 (1993 PC)",,APO,18.43,,,,,0.4742,1.154,0.607,4.15,1.24,0.0659,1.70,1992-10-01
20065803,Y,Y," 65803 Didymos (1996 GT)",0.78,APO,18.11,,,,,0.3833,1.643,1.013,3.41,2.11,0.0395,2.27,1996-04-11
20065909,Y,Y," 65909 (1998 FH12)",,APO,19.30,,,,,0.5398,1.091,0.502,3.56,1.14,0.0129,1.68,1998-03-25
20065996,Y,N," 65996 (1998 MX5)",,AMO,18.49,,,,,0.6043,2.937,1.162,9.55,5.03,0.203,4.71,1993-07-14
20066008,Y,N," 66008 (1998 QH2)",1.484,APO,15.99,,0.319,,,0.3628,1.426,0.909,61.01,1.7,0.0782,1.94,1996-06-23
20066063,Y,N," 66063 (1998 RO1)",,ATE,18.15,,,,,0.7200,0.991,0.278,22.69,0.987,0.0923,1.70,1996-09-12
20066146,Y,N," 66146 (1998 TU3)",2.864,ATE,14.42,,0.224,,,0.4838,0.7876,0.407,5.41,0.699,0.0735,1.17,1982-12-04
20066251,Y,N," 66251 (1999 GJ2)",1.222,AMO,17.04,,0.187,,,0.1980,1.536,1.231,11.28,1.9,0.248,1.84,1984-10-12
20066253,Y,N," 66253 (1999 GT3)",,APO,18.40,,,,,0.8379,1.334,0.216,19.50,1.54,0.194,2.45,1999-04-09
20066272,Y,N," 66272 (1999 JW6)",0.808,AMO,17.24,,0.400,,,0.1433,1.508,1.291,51.31,1.85,0.409,1.72,1999-05-13
20066391,Y,Y," 66391 Moshup (1999 KW4)",1.317,ATE,16.64,,,,,0.6884,0.6424,0.200,38.88,0.515,0.0125,1.08,1998-05-29
20066400,Y,N," 66400 (1999 LT7)",0.411,ATE,19.29,,0.182,,,0.5725,0.8554,0.366,9.06,0.791,0.059,1.35,1987-04-21
20066407,Y,N," 66407 (1999 LQ28)",,AMO,19.02,,,,,0.1201,1.198,1.055,21.77,1.31,0.0947,1.34,1982-07-27
20066959,Y,N," 66959 (1999 XO35)",,AMO,16.94,,,,,0.5657,2.539,1.102,20.62,4.04,0.275,3.97,1999-12-06
20067367,Y,Y," 67367 (2000 LY27)",,AMO,17.13,,,,,0.2127,1.309,1.030,9.02,1.5,0.0457,1.59,1976-05-27
20067381,Y,Y," 67381 (2000 OL8)",,APO,19.80,,,,,0.5431,1.321,0.603,10.67,1.52,0.018,2.04,2000-07-30
20067399,Y,N," 67399 (2000 PJ6)",,APO,18.40,,,,,0.3463,1.301,0.851,14.69,1.48,0.0527,1.75,1951-09-09
20068031,Y,N," 68031 (2000 YK29)",,AMO,18.16,,,,,0.1285,1.376,1.200,15.17,1.61,0.228,1.55,1993-03-22
20068063,Y,N," 68063 (2000 YJ66)",2.301,AMO,15.57,,0.211,,,0.4578,2.334,1.265,5.72,3.57,0.274,3.40,1989-10-04
20068216,Y,Y," 68216 (2001 CV26)",0.994,APO,16.63,,0.449,,,0.3266,1.32,0.889,17.99,1.52,0.0243,1.75,2001-02-01
20068267,Y,N," 68267 (2001 EA16)",0.875,APO,17.04,,0.401,,,0.4273,1.51,0.865,38.83,1.86,0.0588,2.15,2001-03-04
20068278,Y,N," 68278 (2001 FC7)",0.942,AMO,18.50,,0.087,,,0.1143,1.436,1.272,2.62,1.72,0.264,1.60,1996-06-13
20068346,Y,Y," 68346 (2001 KZ66)",0.736,APO,16.93,,0.291,,,0.4166,1.507,0.879,16.70,1.85,0.039,2.14,1979-12-28
20068347,Y,Y," 68347 (2001 KB67)",,ATE,19.92,,,,,0.3801,0.9621,0.596,17.12,0.944,0.0148,1.33,2001-05-30
20068348,Y,N," 68348 (2001 LO7)",3.512,APO,14.26,,0.299,,,0.8410,2.155,0.343,25.36,3.16,0.386,3.97,1954-06-02
20068350,Y,N," 68350 (2001 MK3)",1.794,AMO,16.17,,0.219,,,0.2474,1.67,1.257,29.57,2.16,0.301,2.08,1955-02-13
20068359,Y,N," 68359 (2001 OZ13)",,AMO,18.09,,,,,0.1743,1.517,1.253,9.86,1.87,0.278,1.78,1995-02-04
20068372,Y,Y," 68372 (2001 PM9)",,APO,18.97,,,,,0.4162,1.618,0.945,8.11,2.06,0.00533,2.29,2001-06-28
20068548,Y,Y," 68548 (2001 XR31)",1.182,APO,16.59,,0.289,,,0.4367,1.707,0.962,22.71,2.23,0.0253,2.45,1994-04-06
20068950,Y,Y," 68950 (2002 QF15)",1.650,APO,16.39,,0.178,,,0.3442,1.057,0.693,25.15,1.09,0.00529,1.42,1955-07-23
20069230,Y,Y," 69230 Hermes (1937 UB)",,APO,17.68,,,,,0.6237,1.655,0.623,6.07,2.13,0.00474,2.69,1937-10-25
20085182,Y,Y," 85182 (1991 AQ)",1.1,APO,17.13,,0.242,,,0.7777,2.221,0.494,3.12,3.31,0.016,3.95,1991-01-14
20085184,Y,N," 85184 (1991 JG1)",,AMO,18.41,,,,,0.1846,1.374,1.120,33.88,1.61,0.145,1.63,1978-01-09
20085236,Y,Y," 85236 (1993 KH)",,APO,18.75,,,,,0.3111,1.234,0.850,12.81,1.37,0.000335,1.62,1993-05-24
20085275,Y,N," 85275 (1994 LY)",2.506,AMO,16.52,,0.093,,,0.4422,1.891,1.055,17.71,2.6,0.0638,2.73,1994-06-05
20085490,Y,N," 85490 (1997 SE5)",,AMO,14.82,,,,,0.6606,3.763,1.277,2.58,7.3,0.273,6.25,1982-04-20
20085585,Y,Y," 85585 Mjolnir (1998 FG2)",,APO,21.64,,,,,0.3562,1.298,0.835,4.08,1.48,0.0211,1.76,1998-03-21
20085628,Y,N," 85628 (1998 KV2)",0.775,AMO,17.31,,0.461,,,0.3315,1.593,1.065,13.03,2.01,0.143,2.12,1998-05-22
20085640,Y,Y," 85640 (1998 OX4)",,APO,21.14,,,,,0.4858,1.58,0.813,4.51,1.99,0.000519,2.35,1998-07-26
20085709,Y,N," 85709 (1998 SG36)",2.230,AMO,15.93,,0.141,,,0.3378,1.646,1.090,24.84,2.11,0.121,2.20,1998-09-18
20085713,Y,Y," 85713 (1998 SS49)",3.484,APO,15.78,,0.076,,,0.6386,1.924,0.695,10.78,2.67,0.00468,3.15,1998-09-29
20085770,Y,N," 85770 (1998 UP1)",,ATE,20.71,,,,,0.3451,0.9978,0.653,33.18,0.997,0.0838,1.34,1990-10-12
20085774,Y,Y," 85774 (1998 UT18)",0.939,APO,19.16,,0.042,,,0.3289,1.403,0.942,13.59,1.66,0.0354,1.86,1989-04-30
20085804,Y,N," 85804 (1998 WQ5)",2.272,AMO,15.38,,0.167,,,0.3542,1.721,1.112,27.66,2.26,0.372,2.33,1989-11-25
20085818,Y,N," 85818 (1998 XM4)",2.028,APO,15.46,,0.168,,,0.4164,1.657,0.967,62.72,2.13,0.108,2.35,1993-05-24
20085839,Y,N," 85839 (1998 YO4)",1.140,AMO,16.64,,0.405,,,0.2482,1.654,1.243,9.32,2.13,0.239,2.06,1993-04-25
20085867,Y,N," 85867 (1999 BY9)",,AMO,18.30,,,,,0.3020,1.83,1.277,0.95,2.48,0.279,2.38,1995-09-19
20085938,Y,Y," 85938 (1999 DJ4)",,APO,18.72,,,,,0.4844,1.853,0.955,9.14,2.52,0.025,2.75,1999-02-24
20085953,Y,N," 85953 (1999 FK21)",0.59,ATE,18.15,,0.32,,,0.7031,0.7388,0.219,12.61,0.635,0.0706,1.26,1971-03-26
20085989,Y,Y," 85989 (1999 JD6)",1.462,ATE,17.12,,0.056,,,0.6328,0.8831,0.324,17.06,0.83,0.0479,1.44,1990-06-22
20085990,Y,Y," 85990 (1999 JV6)",0.451,APO,20.27,,0.095,,,0.3112,1.008,0.695,5.36,1.01,0.0312,1.32,1999-05-13
20086039,Y,Y," 86039 (1999 NC43)",2.22,APO,15.97,,0.14,,,0.5788,1.76,0.741,7.13,2.33,0.0251,2.78,1999-06-11
20086067,Y,N," 86067 (1999 RM28)",1.245,AMO,16.46,,0.314,,,0.3235,1.817,1.229,30.55,2.45,0.363,2.40,1989-07-07
20086324,Y,N," 86324 (1999 WA2)",2.102,AMO,15.83,,0.191,,,0.4345,1.967,1.112,34.60,2.76,0.342,2.82,1999-11-16
20086326,Y,N," 86326 (1999 WK13)",1.348,AMO,17.42,,0.098,,,0.3627,1.845,1.176,34.31,2.51,0.279,2.51,1979-11-18
